[ 2012-07-21T15:50:15+08:00 ] /Index.php?s=/Method/_cleardingdan | INFO: Tag[ route_check ] --START--
[ 2012-07-21T15:50:15+08:00 ] /Index.php?s=/Method/_cleardingdan | INFO: Run CheckRoute Behavior [ RunTime:0.000869s ]
[ 2012-07-21T15:50:15+08:00 ] /Index.php?s=/Method/_cleardingdan | INFO: Tag[ route_check ] --END-- [ RunTime:0.000969s ]
[ 2012-07-21T15:50:15+08:00 ] /Index.php?s=/Method/_cleardingdan | INFO: Tag[ app_begin ] --START--
[ 2012-07-21T15:50:15+08:00 ] /Index.php?s=/Method/_cleardingdan | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000507s ]
[ 2012-07-21T15:50:15+08:00 ] /Index.php?s=/Method/_cleardingdan | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000560s ]
[ 2012-07-21T15:50:15+08:00 ] /Index.php?s=/Method/_cleardingdan | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.003031s ]
[ 2012-07-21T15:50:15+08:00 ] /Index.php?s=/Method/_cleardingdan | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000341s ]
[ 2012-07-21T15:50:15+08:00 ] /Index.php?s=/Method/_cleardingdan | SQL: SHOW COLUMNS FROM `myerp_chanpin` [ RunTime:0.002448s ]
[ 2012-07-21T15:50:15+08:00 ] /Index.php?s=/Method/_cleardingdan | SQL: SELECT * FROM `myerp_chanpin` WHERE `marktype` = 'dingdan' and `status` = '占位'  [ RunTime:0.000285s ]
[ 2012-07-21T15:50:15+08:00 ] /Index.php?s=/Method/_cleardingdan | SQL: UPDATE `myerp_chanpin` SET `parentID`='31180',`time`='1342685515',`user_name`='aaa',`departmentID`='40150',`status`='占位',`marktype`='dingdan' WHERE ( `chanpinID` = '31293' ) [ RunTime:0.280616s ]
[ 2012-07-21T15:50:15+08:00 ] /Index.php?s=/Method/_cleardingdan | SQL: SELECT * FROM `myerp_chanpin` WHERE ( `chanpinID` = 31293 ) LIMIT 1   [ RunTime:0.000341s ]
[ 2012-07-21T15:50:15+08:00 ] /Index.php?s=/Method/_cleardingdan | SQL: UPDATE `myerp_chanpin` SET `parentID`='31180',`time`='1342690773',`user_name`='aaa',`departmentID`='40150',`status`='占位',`marktype`='dingdan' WHERE ( `chanpinID` = '31302' ) [ RunTime:0.098784s ]
[ 2012-07-21T15:50:15+08:00 ] /Index.php?s=/Method/_cleardingdan | SQL: SELECT * FROM `myerp_chanpin` WHERE ( `chanpinID` = 31302 ) LIMIT 1   [ RunTime:0.000409s ]
[ 2012-07-21T15:50:16+08:00 ] /Index.php?s=/Method/_cleardingdan | SQL: UPDATE `myerp_chanpin` SET `parentID`='31180',`time`='1342690859',`user_name`='aaa',`departmentID`='40150',`status`='占位',`marktype`='dingdan' WHERE ( `chanpinID` = '31303' ) [ RunTime:0.087536s ]
[ 2012-07-21T15:50:16+08:00 ] /Index.php?s=/Method/_cleardingdan | SQL: SELECT * FROM `myerp_chanpin` WHERE ( `chanpinID` = 31303 ) LIMIT 1   [ RunTime:0.000287s ]
[ 2012-07-21T15:50:35+08:00 ] /Index.php?s=/Method/_cleardingdan | INFO: Tag[ route_check ] --START--
[ 2012-07-21T15:50:35+08:00 ] /Index.php?s=/Method/_cleardingdan | INFO: Run CheckRoute Behavior [ RunTime:0.000867s ]
[ 2012-07-21T15:50:35+08:00 ] /Index.php?s=/Method/_cleardingdan | INFO: Tag[ route_check ] --END-- [ RunTime:0.000934s ]
[ 2012-07-21T15:50:35+08:00 ] /Index.php?s=/Method/_cleardingdan | INFO: Tag[ app_begin ] --START--
[ 2012-07-21T15:50:35+08:00 ] /Index.php?s=/Method/_cleardingdan | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000580s ]
[ 2012-07-21T15:50:35+08:00 ] /Index.php?s=/Method/_cleardingdan | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000626s ]
[ 2012-07-21T15:50:35+08:00 ] /Index.php?s=/Method/_cleardingdan | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.003089s ]
[ 2012-07-21T15:50:35+08:00 ] /Index.php?s=/Method/_cleardingdan | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000449s ]
[ 2012-07-21T15:50:35+08:00 ] /Index.php?s=/Method/_cleardingdan | SQL: SHOW COLUMNS FROM `myerp_chanpin` [ RunTime:0.002656s ]
[ 2012-07-21T15:50:35+08:00 ] /Index.php?s=/Method/_cleardingdan | SQL: SELECT * FROM `myerp_chanpin` WHERE `marktype` = 'dingdan' and `status` = '占位'  [ RunTime:0.000303s ]
[ 2012-07-21T15:50:35+08:00 ] /Index.php?s=/Method/_cleardingdan | SQL: UPDATE `myerp_chanpin` SET `parentID`='31180',`time`='1342685515',`user_name`='aaa',`departmentID`='40150',`status`='占位',`marktype`='dingdan' WHERE ( `chanpinID` = '31293' ) [ RunTime:0.133002s ]
[ 2012-07-21T15:50:35+08:00 ] /Index.php?s=/Method/_cleardingdan | SQL: SELECT * FROM `myerp_chanpin` WHERE ( `chanpinID` = 31293 ) LIMIT 1   [ RunTime:0.000407s ]
[ 2012-07-21T15:50:35+08:00 ] /Index.php?s=/Method/_cleardingdan | SQL: UPDATE `myerp_chanpin` SET `parentID`='31180',`time`='1342690773',`user_name`='aaa',`departmentID`='40150',`status`='占位',`marktype`='dingdan' WHERE ( `chanpinID` = '31302' ) [ RunTime:0.087562s ]
[ 2012-07-21T15:50:35+08:00 ] /Index.php?s=/Method/_cleardingdan | SQL: SELECT * FROM `myerp_chanpin` WHERE ( `chanpinID` = 31302 ) LIMIT 1   [ RunTime:0.000333s ]
[ 2012-07-21T15:50:35+08:00 ] /Index.php?s=/Method/_cleardingdan | SQL: UPDATE `myerp_chanpin` SET `parentID`='31180',`time`='1342690859',`user_name`='aaa',`departmentID`='40150',`status`='占位',`marktype`='dingdan' WHERE ( `chanpinID` = '31303' ) [ RunTime:0.087731s ]
